45,807.097,1935.11
45,807.097,1844.11
45,807.097,1988.11
45,807.097,2039.12
45,807.097,2156.12
45,807.097,2195.13
45,807.097,2247.13
72,338.377,3929
72,343.379,387
72,336.232,2007
72,338.125,2077
72,341.696,2094.5
72,343.379,3758.5
72,343.379,3903.5
72,343.379,3771
72,343.379,3876
72,343.379,3797
72,343.379,3865
72,339.385,3863.5
72,340.777,3877.5
72,340.216,3825.5
34,857.369,1877.5
37,1173.8,2040.5
39,1051.46,2102.5
44,1097.54,2275
44,1080.35,2288.5
45,1360.26,2361
48,1266.27,2463.5
53,1175.16,2590
55,1261.41,3012.5
60,1645.62,3420.5
65,1343.44,3731
69,1319.03,3755
80,2429.62,5677.5
513,31135.5,100833
548,109623,153268
613,75015.7,97515
655,125308,159829
749,105269,154450
856,103802,190620
957,113377,207628
1001,92224.3,229223
513,31270.8,50557
548,109657,78014
45,807.097,4067.23
45,1155.03,3321.19
34,1073.43,2752.16
37,1083.05,2788.16
39,1270.32,3453.2
44,1402.81,3656.21
45,1524.46,3787.22
48,1797.68,3882.22
53,1563.7,4382.25
55,1591.02,4697.27
60,2113.1,5052.29
65,1916.87,5573.32
69,1978.32,6936.4
80,3123.73,7455.43
34,1082.18,2788.16
37,1181.31,2660.15
39,1050.01,2940.17
44,1291.67,3168.18
45,1425.17,3822.22
48,1305.89,3458.2
53,1507.13,3707.21
55,1461.41,4043.23
60,1868.35,4158.24
65,1480.25,4655.27
69,1847.19,4960.28
80,2362.64,6149.35
80,2019.11,3402.55
31,834.249,3925.06
34,833.54,3207.55
35,1006.8,2947.55
44,1159.03,4095.06
45,937.817,3900.06
50,890.351,4185.06
63,1762.19,5012.58
67,1278.47,5740.09
78,1536.24,6685.1
31,712.77,3272.55
34,938.178,3112.55
35,1115.35,3307.55
44,1153.53,3765.06
45,837.149,3530.05
50,873.027,3862.56
63,1765.24,4777.57
67,1196.93,4997.58
78,1451.14,6200.1
31,1168.51,3790.06
34,1321.19,3795.06
35,2032.31,3950.06
44,1351.44,4095.06
45,1265.56,4062.56
50,1334.56,4842.57
63,2549.63,5605.09
67,1631.09,6768.6
78,1946.14,7927.62
31,766.079,3138.05
34,981.292,3307.55
35,1010.89,3200.05
44,1197.53,3770.06
45,1043.7,3682.56
50,963.019,4230.06
63,1878.86,4912.58
67,1173.19,5080.08
78,1372.78,6252.6
